Date,SP500,APPL,AMZN,AMD,IBM,MSFT
2010-01-05,0.0031108325860669975,0.0017275222771103776,0.005882648572069148,0.0010303967938966232,-0.012153487921152553,0.00032299395696471086
2010-01-06,0.0005453717845439699,-0.016034224925326912,-0.018281785721226868,-0.014523076838370728,-0.006517240298546539,-0.006156016804637993
2010-01-07,0.003993217689658429,-0.0018503751890265436,-0.017159620282826395,-0.010504298266876036,-0.003467590681090088,-0.010454278638966984
2010-01-08,0.002877583021532428,0.006626472242931993,0.026716858856055577,-0.004232810552620821,0.00998483097963668,0.006872926599089318
2010-01-11,0.0017452316292985888,-0.00886069505183875,-0.024335097502839638,-0.031235711179307415,-0.010525500801924095,-0.012801519731348762
2010-01-12,-0.00942544576897973,-0.011440433515497101,-0.022977026088083132,-0.055101064522270655,0.007923815204442868,-0.006629396147352842
2010-01-13,0.00829145632438373,0.014006985179964558,0.013725576211245484,0.05619455834364207,-0.002147976556230295,0.00926874916355757
2010-01-14,0.0024234862235283476,-0.005808301608518543,-0.013725576211245516,-0.016529301951210582,0.01584565605127977,0.01989953555965966
2010-01-15,-0.010882126616956015,-0.016853279307997494,-0.001650352077797762,-0.017937700686667318,-0.004014027706012105,-0.0032352929369218572
2010-01-19,0.012422151061536733,0.04328754285730812,0.0036899119393439196,0.01904819497069441,0.017750230006844493,0.007747093410885839
2010-01-20,-0.010654386249253158,-0.015511795497854718,-0.014444404417293635,-0.015660275298758495,-0.029428206896200564,-0.016534818442359316
2010-01-21,-0.019126657637915045,-0.017437465180566627,0.006656157643951929,0.013438052162040796,-0.009643354170269068,-0.01914242738383103
2010-01-22,-0.022389778995586463,-0.050871043216000604,-0.04185253374319201,-0.13178494461374124,-0.027506483854760008,-0.03561511952148635
2010-01-25,0.004587558568441081,0.026547310490252662,-0.00926623664401672,0.023825578412069823,0.004927994457542279,0.012354331381942666
2010-01-26,-0.004212057527034682,0.014033975999968223,-0.006922709964997422,0.002475248788542752,-0.0029378619182586227,0.0061203970675602695
2010-01-27,0.004868282818539529,0.009376163308382006,0.027000748217916367,0.01228516679457777,0.0046016116274318715,0.005746492767456475
2010-01-28,-0.011888125808015267,-0.04219994354943383,0.026370199240151646,-0.038585993995190276,-0.020634095857286407,-0.017339074503672173
2010-01-29,-0.009877798885372874,-0.0369531177758461,-0.004931564183440576,-0.05477248965411827,-0.011050557680600346,-0.03418524227773594
2010-02-01,0.014165305282512393,0.01380623811346882,-0.05355791750115381,0.06738299724604796,0.018457268859220013,0.00812861841426483
2010-02-02,0.012889520556193213,0.0057859355185951615,-0.006329401956565148,-0.00881062968215492,0.006874441019274884,0.001758534527904295
2010-02-03,-0.005489350391100595,0.01705967088033411,0.008262377295021082,-0.01272281792796796,0.001035235974793371,0.005955553844561221
2010-02-04,-0.03163585610994401,-0.036703713653370516,-0.026890626406754443,-0.08271379211863915,-0.02139550602835187,-0.02798125507197641
