,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503
2010-01-01,0202445Q,0203524D,0772031D,0848680D,0961514D,1086832D,1255459D,1280712D,1284849D,1431816D,1436513D,1448062D,1500785D,1518855D,1519128D,1524867D,1539941D,1541931D,8277831Q,8394653Q,9876544D,9876566D,A,AA,AAPL,ABC,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AKAM,AKS,ALL,AMAT,AMD,AMGN,AMP,AMT,AMZN,AN,ANDV,ANF,ANTM,AON,APA,APC,APD,APH,APOL,ARG,ATGE,ATI,AVB,AVP,AVY,AXP,AYE,AZO,BA,BAC,BAX,BBBY,BBT,BBY,BCR,BDK,BDX,BEAM,BEN,BF/B,BHI,BIG,BIIB,BK,BKNG,BLL,BMC,BMS,BMY,BNI,BRCM,BSX,BTUUQ,BXP,C,CA,CAG,CAH,CAM,CAT,CBRE,CBS,CCEP,CCL,CEG,CELG,CEPH,CF,CFN,CHK,CHRW,CI,CINF,CL,CLF,CLX,CMA,CMCSA,CME,CMI,CMS,CNP,CNX,COF,COG,COL,COP,COST,CPB,CRM,CSC,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVH,CVS,CVX,D,DD,DE,DELL,DF,DFS,DGX,DHI,DHR,DIS,DNB,DNR,DO,DOV,DOW,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EIX,EKDKQ,EL,EMC,EMN,EMR,EOG,EP,EQR,EQT,ES,ESRX,ETFC,ETN,ETR,EXC,EXPD,EXPE,F,FAST,FCX,FDO,FDX,FE,FHN,FII,FIS,FISV,FITB,FLIR,FLR,FLS,FMC,FOXA,FRX,FSLR,FTI,FTR,GD,GE,GENZ,GHC,GILD,GIS,GLW,GME,GNW,GOOGL,GPC,GPS,GR,GS,GT,GWW,HAL,HAR,HAS,HBAN,HCBK,HCP,HD,HES,HIG,HNZ,HOG,HON,HOT,HPQ,HRB,HRL,HRS,HSH,HSP,HST,HSY,HUM,IBM,ICE,IFF,INTC,INTU,IP,IPG,IRM,ISRG,ITT,ITW,IVZ,JAVA,JBL,JCP,JEC,JEF,JNJ,JNPR,JNS,JPM,JWN,K,KDP,KEY,KG,KIM,KLAC,KMB,KO,KR,KSS,L,LB,LDOS,LEG,LEN,LH,LLL,LLTC,LLY,LM,LMT,LNC,LO,LOW,LUV,LXK,M,MA,MAR,MAS,MAT,MCD,MCHP,MCK,MCO,MDLZ,MDP,MDT,MEE,MET,MFE,MHS,MI,MJN,MKC,MMC,MMM,MO,MOLX,MON,MRK,MRO,MS,MSFT,MSI,MTB,MU,MUR,MWV,MWW,MYL,NBL,NBR,NDAQ,NEE,NEM,NI,NKE,NOC,NOV,NOVL,NSC,NTAP,NTRS,NUE,NVDA,NWL,NYT,NYX,ODP,OI,OMC,ORCL,ORLY,OXY,PAYX,PBCT,PBG,PBI,PCAR,PCG,PCL,PCP,PDCO,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PLL,PM,PNC,PNW,POM,PPG,PPL,PRU,PSA,PTV,PWR,PX,PXD,QCOM,QLGC,R,RAI,RDC,RF,RHI,RHT,RL,ROK,ROP,ROST,RRC,RRD,RSG,RSHCQ,RTN,RX,SBUX,SCG,SCHW,SEE,SHLDQ,SHW,SIAL,SII,SJM,SLB,SLM,SNA,SNDK,SNI,SO,SPG,SPGI,SPLS,SRCL,SRE,STI,STJ,STR,STT,STZ,SUNEQ,SVU,SWK,SWN,SWY,SYK,SYMC,SYY,T,TAP,TDC,TEG,TER,TGNA,TGT,THC,TIE,TIF,TJX,TLAB,TMK,TMO,TMUS,TPR,TROW,TRV,TSN,TSS,TWC,TWX,TXN,TXT,UNH,UNM,UNP,UPS,USB,UTX,V,VAR,VFC,VIAB,VIAV,VLO,VMC,VNO,VRSN,VTR,VZ,WAT,WBA,WDC,WEC,WELL,WFC,WFM,WHR,WIN,WM,WMB,WMT,WU,WY,WYND,WYNN,X,XEL,XL,XLNX,XOM,XRAY,XRX,XTO,YUM,ZBH,ZION,,,,,
2010-04-01,0202445Q,0203524D,0772031D,0848680D,0961514D,1086832D,1255459D,1280712D,1284849D,1431816D,1436513D,1448062D,1500785D,1518855D,1519128D,1524867D,1539941D,1541931D,8394653Q,9876544D,9876566D,A,AA,AAPL,ABC,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AKAM,AKS,ALL,AMAT,AMD,AMGN,AMP,AMT,AMZN,AN,ANDV,ANF,ANTM,AON,APA,APC,APD,APH,APOL,ARG,ATGE,ATI,AVB,AVP,AVY,AXP,AYE,AZO,BA,BAC,BAX,BBBY,BBT,BBY,BCR,BDX,BEAM,BEN,BF/B,BHI,BIG,BIIB,BK,BKNG,BLL,BMC,BMS,BMY,BRCM,BRK/B,BSX,BTUUQ,BXP,C,CA,CAG,CAH,CAM,CAT,CBRE,CBS,CCEP,CCL,CEG,CELG,CEPH,CF,CFN,CHK,CHRW,CI,CINF,CL,CLF,CLX,CMA,CMCSA,CME,CMI,CMS,CNP,CNX,COF,COG,COL,COP,COST,CPB,CRM,CSC,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVH,CVS,CVX,D,DD,DE,DELL,DF,DFS,DGX,DHI,DHR,DIS,DISCA,DNB,DNR,DO,DOV,DOW,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EIX,EKDKQ,EL,EMC,EMN,EMR,EOG,EP,EQR,EQT,ES,ESRX,ETFC,ETN,ETR,EXC,EXPD,EXPE,F,FAST,FCX,FDO,FDX,FE,FHN,FII,FIS,FISV,FITB,FLIR,FLR,FLS,FMC,FOXA,FRX,FSLR,FTI,FTR,GD,GE,GENZ,GHC,GILD,GIS,GLW,GME,GNW,GOOGL,GPC,GPS,GR,GS,GT,GWW,HAL,HAR,HAS,HBAN,HCBK,HCP,HD,HES,HIG,HNZ,HOG,HON,HOT,HP,HPQ,HRB,HRL,HRS,HSH,HSP,HST,HSY,HUM,IBM,ICE,IFF,INTC,INTU,IP,IPG,IRM,ISRG,ITT,ITW,IVZ,JBL,JCP,JEC,JEF,JNJ,JNPR,JNS,JPM,JWN,K,KDP,KEY,KG,KIM,KLAC,KMB,KO,KR,KSS,L,LB,LDOS,LEG,LEN,LH,LLL,LLTC,LLY,LM,LMT,LNC,LO,LOW,LUV,LXK,M,MA,MAR,MAS,MAT,MCD,MCHP,MCK,MCO,MDLZ,MDP,MDT,MEE,MET,MFE,MHS,MI,MJN,MKC,MMC,MMM,MO,MOLX,MON,MRK,MRO,MS,MSFT,MSI,MTB,MU,MUR,MWV,MWW,MYL,NBL,NBR,NDAQ,NEE,NEM,NI,NKE,NOC,NOV,NOVL,NRG,NSC,NTAP,NTRS,NUE,NVDA,NWL,NYT,NYX,ODP,OI,OKE,OMC,ORCL,ORLY,OXY,PAYX,PBCT,PBI,PCAR,PCG,PCL,PCP,PDCO,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PLL,PM,PNC,PNW,POM,PPG,PPL,PRU,PSA,PTV,PWR,PX,PXD,QCOM,QLGC,R,RAI,RDC,RF,RHI,RHT,RL,ROK,ROP,ROST,RRC,RRD,RSG,RSHCQ,RTN,SBUX,SCG,SCHW,SEE,SHLDQ,SHW,SIAL,SII,SJM,SLB,SLM,SNA,SNDK,SNI,SO,SPG,SPGI,SPLS,SRCL,SRE,STI,STJ,STR,STT,STZ,SUNEQ,SVU,SWK,SWN,SWY,SYK,SYMC,SYY,T,TAP,TDC,TEG,TER,TGNA,TGT,THC,TIE,TIF,TJX,TLAB,TMK,TMO,TMUS,TPR,TROW,TRV,TSN,TSS,TWC,TWX,TXN,TXT,UNH,UNM,UNP,UPS,URBN,USB,UTX,V,VAR,VFC,VIAB,VIAV,VLO,VMC,VNO,VRSN,VTR,VZ,WAT,WBA,WDC,WEC,WELL,WFC,WFM,WHR,WIN,WM,WMB,WMT,WU,WY,WYND,WYNN,X,XEL,XL,XLNX,XOM,XRAY,XRX,XTO,YUM,ZBH,ZION,,,,,
2010-07-01,0202445Q,0203524D,0772031D,0848680D,0961514D,1086832D,1255459D,1280712D,1284849D,1431816D,1436513D,1448062D,1500785D,1518855D,1519128D,1539941D,1541931D,8394653Q,9876544D,9876566D,A,AA,AAPL,ABC,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AKAM,AKS,ALL,AMAT,AMD,AMGN,AMP,AMT,AMZN,AN,ANDV,ANF,ANTM,AON,APA,APC,APD,APH,APOL,ARG,ATGE,ATI,AVB,AVP,AVY,AXP,AYE,AZO,BA,BAC,BAX,BBBY,BBT,BBY,BCR,BDX,BEAM,BEN,BF/B,BHI,BIG,BIIB,BK,BKNG,BLL,BMC,BMS,BMY,BRCM,BRK/B,BSX,BTUUQ,BXP,C,CA,CAG,CAH,CAM,CAT,CBRE,CBS,CCEP,CCL,CEG,CELG,CEPH,CERN,CF,CFN,CHK,CHRW,CI,CINF,CL,CLF,CLX,CMA,CMCSA,CME,CMI,CMS,CNP,CNX,COF,COG,COL,COP,COST,CPB,CRM,CSC,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVH,CVS,CVX,D,DD,DE,DELL,DF,DFS,DGX,DHI,DHR,DIS,DISCA,DNB,DNR,DO,DOV,DOW,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EIX,EKDKQ,EL,EMC,EMN,EMR,EOG,EP,EQR,EQT,ES,ESRX,ETFC,ETN,ETR,EXC,EXPD,EXPE,F,FAST,FCX,FDO,FDX,FE,FHN,FII,FIS,FISV,FITB,FLIR,FLR,FLS,FMC,FOXA,FRX,FSLR,FTI,FTR,GD,GE,GENZ,GHC,GILD,GIS,GLW,GME,GNW,GOOGL,GPC,GPS,GR,GS,GT,GWW,HAL,HAR,HAS,HBAN,HCBK,HCP,HD,HES,HIG,HNZ,HOG,HON,HOT,HP,HPQ,HRB,HRL,HRS,HSH,HSP,HST,HSY,HUM,IBM,ICE,IFF,INTC,INTU,IP,IPG,IRM,ISRG,ITT,ITW,IVZ,JBL,JCP,JEC,JEF,JNJ,JNPR,JNS,JPM,JWN,K,KDP,KEY,KG,KIM,KLAC,KMB,KMX,KO,KR,KSS,L,LB,LDOS,LEG,LEN,LH,LLL,LLTC,LLY,LM,LMT,LNC,LO,LOW,LUV,LXK,M,MA,MAR,MAS,MAT,MCD,MCHP,MCK,MCO,MDLZ,MDP,MDT,MEE,MET,MFE,MHS,MI,MJN,MKC,MMC,MMM,MO,MOLX,MON,MRK,MRO,MS,MSFT,MSI,MTB,MU,MUR,MWV,MWW,MYL,NBL,NBR,NDAQ,NEE,NEM,NI,NKE,NOC,NOV,NOVL,NRG,NSC,NTAP,NTRS,NUE,NVDA,NWL,NYT,NYX,ODP,OI,OKE,OMC,ORCL,ORLY,OXY,PAYX,PBCT,PBI,PCAR,PCG,PCL,PCP,PDCO,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PLL,PM,PNC,PNW,POM,PPG,PPL,PRU,PSA,PTV,PWR,PX,PXD,QCOM,QEP,QLGC,R,RAI,RDC,RF,RHI,RHT,RL,ROK,ROP,ROST,RRC,RRD,RSG,RSHCQ,RTN,SBUX,SCG,SCHW,SEE,SHLDQ,SHW,SIAL,SII,SJM,SLB,SLM,SNA,SNDK,SNI,SO,SPG,SPGI,SPLS,SRCL,SRE,STI,STJ,STT,STZ,SUNEQ,SVU,SWK,SWN,SWY,SYK,SYMC,SYY,T,TAP,TDC,TEG,TER,TGNA,TGT,THC,TIE,TIF,TJX,TLAB,TMK,TMO,TMUS,TPR,TROW,TRV,TSN,TSS,TWC,TWX,TXN,TXT,UNH,UNM,UNP,UPS,URBN,USB,UTX,V,VAR,VFC,VIAB,VIAV,VLO,VMC,VNO,VRSN,VTR,VZ,WAT,WBA,WDC,WEC,WELL,WFC,WFM,WHR,WIN,WM,WMB,WMT,WU,WY,WYND,WYNN,X,XEL,XL,XLNX,XOM,XRAY,XRX,YUM,ZBH,ZION,,,,,
2010-10-01,0203524D,0772031D,0848680D,0961514D,1086832D,1255459D,1280712D,1284849D,1431816D,1436513D,1448062D,1500785D,1518855D,1519128D,1539941D,1541931D,8394653Q,9876544D,9876566D,A,AA,AAPL,ABC,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AKAM,AKS,ALL,AMAT,AMD,AMGN,AMP,AMT,AMZN,AN,ANDV,ANF,ANTM,AON,APA,APC,APD,APH,APOL,ARG,ATGE,ATI,AVB,AVP,AVY,AXP,AYE,AZO,BA,BAC,BAX,BBBY,BBT,BBY,BCR,BDX,BEAM,BEN,BF/B,BHI,BIG,BIIB,BK,BKNG,BLL,BMC,BMS,BMY,BRCM,BRK/B,BSX,BTUUQ,BXP,C,CA,CAG,CAH,CAM,CAT,CB,CBRE,CBS,CCEP,CCL,CEG,CELG,CEPH,CERN,CF,CFN,CHK,CHRW,CI,CINF,CL,CLF,CLX,CMA,CMCSA,CME,CMI,CMS,CNP,CNX,COF,COG,COL,COP,COST,CPB,CRM,CSC,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVH,CVS,CVX,D,DD,DE,DELL,DF,DFS,DGX,DHI,DHR,DIS,DISCA,DNB,DNR,DO,DOV,DOW,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EIX,EKDKQ,EL,EMC,EMN,EMR,EOG,EP,EQR,EQT,ES,ESRX,ETFC,ETN,ETR,EXC,EXPD,EXPE,F,FAST,FCX,FDO,FDX,FE,FHN,FII,FIS,FISV,FITB,FLIR,FLR,FLS,FMC,FOXA,FRX,FSLR,FTI,FTR,GD,GE,GENZ,GHC,GILD,GIS,GLW,GME,GNW,GOOGL,GPC,GPS,GR,GS,GT,GWW,HAL,HAR,HAS,HBAN,HCBK,HCP,HD,HES,HIG,HNZ,HOG,HON,HOT,HP,HPQ,HRB,HRL,HRS,HSH,HSP,HST,HSY,HUM,IBM,ICE,IFF,INTC,INTU,IP,IPG,IRM,ISRG,ITT,ITW,IVZ,JBL,JCI,JCP,JEC,JEF,JNJ,JNPR,JNS,JPM,JWN,K,KDP,KEY,KG,KIM,KLAC,KMB,KMX,KO,KR,KSS,L,LB,LDOS,LEG,LEN,LH,LLL,LLTC,LLY,LM,LMT,LNC,LO,LOW,LUV,LXK,M,MA,MAR,MAS,MAT,MCD,MCHP,MCK,MCO,MDLZ,MDP,MDT,MEE,MET,MFE,MHS,MI,MJN,MKC,MMC,MMM,MO,MOLX,MON,MRK,MRO,MS,MSFT,MSI,MTB,MU,MUR,MWV,MWW,MYL,NBL,NBR,NDAQ,NEE,NEM,NI,NKE,NOC,NOV,NOVL,NRG,NSC,NTAP,NTRS,NUE,NVDA,NWL,NYT,NYX,ODP,OI,OKE,OMC,ORCL,ORLY,OXY,PAYX,PBCT,PBI,PCAR,PCG,PCL,PCP,PDCO,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PLL,PM,PNC,PNW,POM,PPG,PPL,PRU,PSA,PTV,PWR,PX,PXD,QCOM,QEP,QLGC,R,RAI,RDC,RF,RHI,RHT,RL,ROK,ROP,ROST,RRC,RRD,RSG,RSHCQ,RTN,SBUX,SCG,SCHW,SEE,SHLDQ,SHW,SIAL,SJM,SLB,SLM,SNA,SNDK,SNI,SO,SPG,SPGI,SPLS,SRCL,SRE,STI,STJ,STT,STZ,SUNEQ,SVU,SWK,SWN,SWY,SYK,SYMC,SYY,T,TAP,TDC,TEG,TER,TGNA,TGT,THC,TIE,TIF,TJX,TLAB,TMK,TMO,TMUS,TPR,TROW,TRV,TSN,TSS,TWC,TWX,TXN,TXT,UNH,UNM,UNP,UPS,URBN,USB,UTX,V,VAR,VFC,VIAB,VIAV,VLO,VMC,VNO,VRSN,VTR,VZ,WAT,WBA,WDC,WEC,WELL,WFC,WFM,WHR,WIN,WM,WMB,WMT,WU,WY,WYND,WYNN,X,XEL,XL,XLNX,XOM,XRAY,XRX,YUM,ZBH,ZION,,,,,
2011-01-01,0203524D,0772031D,0848680D,0961514D,1086832D,1255459D,1280712D,1284849D,1431816D,1436513D,1448062D,1500785D,1518855D,1519128D,1539941D,1541931D,8394653Q,9876544D,9876566D,A,AA,AAPL,ABC,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AKAM,AKS,ALL,AMAT,AMD,AMGN,AMP,AMT,AMZN,AN,ANDV,ANF,ANTM,AON,APA,APC,APD,APH,APOL,ARG,ATGE,ATI,AVB,AVP,AVY,AXP,AYE,AZO,BA,BAC,BAX,BBBY,BBT,BBY,BCR,BDX,BEAM,BEN,BF/B,BHI,BIG,BIIB,BK,BKNG,BLL,BMC,BMS,BMY,BRCM,BRK/B,BSX,BTUUQ,BXP,C,CA,CAG,CAH,CAM,CAT,CB,CBRE,CBS,CCEP,CCL,CEG,CELG,CEPH,CERN,CF,CFN,CHK,CHRW,CI,CINF,CL,CLF,CLX,CMA,CMCSA,CME,CMI,CMS,CNP,CNX,COF,COG,COL,COP,COST,CPB,CRM,CSC,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVC,CVH,CVS,CVX,D,DD,DE,DELL,DF,DFS,DGX,DHI,DHR,DIS,DISCA,DNB,DNR,DO,DOV,DOW,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EIX,EL,EMC,EMN,EMR,EOG,EP,EQR,EQT,ES,ESRX,ETFC,ETN,ETR,EXC,EXPD,EXPE,F,FAST,FCX,FDO,FDX,FE,FFIV,FHN,FII,FIS,FISV,FITB,FLIR,FLR,FLS,FMC,FOXA,FRX,FSLR,FTI,FTR,GD,GE,GENZ,GHC,GILD,GIS,GLW,GME,GNW,GOOGL,GPC,GPS,GR,GS,GT,GWW,HAL,HAR,HAS,HBAN,HCBK,HCP,HD,HES,HIG,HNZ,HOG,HON,HOT,HP,HPQ,HRB,HRL,HRS,HSH,HSP,HST,HSY,HUM,IBM,ICE,IFF,INTC,INTU,IP,IPG,IR,IRM,ISRG,ITT,ITW,IVZ,JBL,JCI,JCP,JEC,JEF,JNJ,JNPR,JNS,JPM,JWN,K,KDP,KEY,KIM,KLAC,KMB,KMX,KO,KR,KSS,L,LB,LDOS,LEG,LEN,LH,LLL,LLTC,LLY,LM,LMT,LNC,LO,LOW,LUV,LXK,M,MA,MAR,MAS,MAT,MCD,MCHP,MCK,MCO,MDLZ,MDP,MDT,MEE,MET,MFE,MHS,MI,MJN,MKC,MMC,MMM,MO,MOLX,MON,MRK,MRO,MS,MSFT,MSI,MTB,MU,MUR,MWV,MWW,MYL,NBL,NBR,NDAQ,NEE,NEM,NFLX,NFX,NI,NKE,NOC,NOV,NOVL,NRG,NSC,NTAP,NTRS,NUE,NVDA,NWL,NYX,OI,OKE,OMC,ORCL,ORLY,OXY,PAYX,PBCT,PBI,PCAR,PCG,PCL,PCP,PDCO,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PLL,PM,PNC,PNW,POM,PPG,PPL,PRU,PSA,PWR,PX,PXD,QCOM,QEP,QLGC,R,RAI,RDC,RF,RHI,RHT,RL,ROK,ROP,ROST,RRC,RRD,RSG,RSHCQ,RTN,SBUX,SCG,SCHW,SEE,SHLDQ,SHW,SIAL,SJM,SLB,SLM,SNA,SNDK,SNI,SO,SPG,SPGI,SPLS,SRCL,SRE,STI,STJ,STT,STZ,SUNEQ,SVU,SWK,SWN,SWY,SYK,SYMC,SYY,T,TAP,TDC,TEG,TER,TGNA,TGT,THC,TIE,TIF,TJX,TLAB,TMK,TMO,TMUS,TPR,TROW,TRV,TSN,TSS,TWC,TWX,TXN,TXT,UNH,UNM,UNP,UPS,URBN,USB,UTX,V,VAR,VFC,VIAB,VIAV,VLO,VMC,VNO,VRSN,VTR,VZ,WAT,WBA,WDC,WEC,WELL,WFC,WFM,WHR,WIN,WM,WMB,WMT,WU,WY,WYND,WYNN,X,XEL,XL,XLNX,XOM,XRAY,XRX,YUM,ZBH,ZION,,,,,
2011-04-01,0203524D,0848680D,0867887D,0961514D,1086832D,1255459D,1280712D,1284849D,1431816D,1436513D,1448062D,1500785D,1518855D,1519128D,1539941D,1541931D,8394653Q,9876544D,9876566D,A,AA,AAPL,ABC,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AKAM,AKS,ALL,AMAT,AMD,AMGN,AMP,AMT,AMZN,AN,ANDV,ANF,ANTM,AON,APA,APC,APD,APH,APOL,ARG,ATGE,ATI,AVB,AVP,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBT,BBY,BCR,BDX,BEAM,BEN,BF/B,BHI,BIG,BIIB,BK,BKNG,BLL,BMC,BMS,BMY,BRCM,BRK/B,BSX,BTUUQ,BXP,C,CA,CAG,CAH,CAM,CAT,CB,CBRE,CBS,CCEP,CCL,CEG,CELG,CEPH,CERN,CF,CFN,CHK,CHRW,CI,CINF,CL,CLF,CLX,CMA,CMCSA,CME,CMI,CMS,CNP,CNX,COF,COG,COL,COP,COST,COV,CPB,CRM,CSC,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVC,CVH,CVS,CVX,D,DD,DE,DELL,DF,DFS,DGX,DHI,DHR,DIS,DISCA,DNB,DNR,DO,DOV,DOW,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EIX,EL,EMC,EMN,EMR,EOG,EP,EQR,EQT,ES,ESRX,ETFC,ETN,ETR,EW,EXC,EXPD,EXPE,F,FAST,FCX,FDO,FDX,FE,FFIV,FHN,FII,FIS,FISV,FITB,FLIR,FLR,FLS,FMC,FOXA,FRX,FSLR,FTI,FTR,GD,GE,GENZ,GHC,GILD,GIS,GLW,GME,GNW,GOOGL,GPC,GPS,GR,GS,GT,GWW,HAL,HAR,HAS,HBAN,HCBK,HCP,HD,HES,HIG,HNZ,HOG,HON,HOT,HP,HPQ,HRB,HRL,HRS,HSH,HSP,HST,HSY,HUM,IBM,ICE,IFF,INTC,INTU,IP,IPG,IR,IRM,ISRG,ITT,ITW,IVZ,JBL,JCI,JCP,JEC,JEF,JNJ,JNPR,JNS,JOY,JPM,JWN,K,KDP,KEY,KIM,KLAC,KMB,KMX,KO,KR,KSS,L,LB,LDOS,LEG,LEN,LH,LLL,LLTC,LLY,LM,LMT,LNC,LO,LOW,LUV,LXK,M,MA,MAR,MAS,MAT,MCD,MCHP,MCK,MCO,MDLZ,MDT,MEE,MET,MHS,MI,MJN,MKC,MMC,MMM,MO,MOLX,MON,MRK,MRO,MS,MSFT,MSI,MTB,MU,MUR,MWV,MWW,MYL,NBL,NBR,NDAQ,NE,NEE,NEM,NFLX,NFX,NI,NKE,NOC,NOV,NOVL,NRG,NSC,NTAP,NTRS,NUE,NVDA,NWL,NYX,OI,OKE,OMC,ORCL,ORLY,OXY,PAYX,PBCT,PBI,PCAR,PCG,PCL,PCP,PDCO,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PLL,PM,PNC,PNW,POM,PPG,PPL,PRU,PSA,PWR,PX,PXD,QCOM,QEP,R,RAI,RDC,RF,RHI,RHT,RL,ROK,ROP,ROST,RRC,RRD,RSG,RSHCQ,RTN,SBUX,SCG,SCHW,SEE,SHLDQ,SHW,SIAL,SJM,SLB,SLM,SNA,SNDK,SNI,SO,SPG,SPGI,SPLS,SRCL,SRE,STI,STJ,STT,STZ,SUNEQ,SVU,SWK,SWN,SWY,SYK,SYMC,SYY,T,TAP,TDC,TEG,TER,TGNA,TGT,THC,TIE,TIF,TJX,TLAB,TMK,TMO,TMUS,TPR,TROW,TRV,TSN,TSS,TWC,TWX,TXN,TXT,UNH,UNM,UNP,UPS,URBN,USB,UTX,V,VAR,VFC,VIAB,VIAV,VLO,VMC,VNO,VRSN,VTR,VZ,WAT,WBA,WDC,WEC,WELL,WFC,WFM,WHR,WIN,WM,WMB,WMT,WU,WY,WYND,WYNN,X,XEL,XL,XLNX,XOM,XRAY,XRX,YUM,ZBH,ZION,,,,,
