Date,S&P,ADBE,AMD,CAT,XTO,XYL
20110822,0.000258008,0.02093434,0.011638015,-0.0010005,,
20110823,0.033710249,0.025986409,0.071743751,0.037948751,,
20110824,0.013034652,0.013367259,-0.024923014,0.028746822,,
20110825,-0.015687935,-0.009798852,0.004720839,-0.025498337,,
20110826,0.015008418,0.027891393,0.018662762,0.022683767,,
20110829,0.027887504,0.038962026,0.051061868,0.034507701,,
20110830,0.002344275,-0.012819824,0.001462929,0.018878671,,
20110831,0.004909909,0.001983032,-0.00146307,0.012940904,,
20110901,-0.011942461,-0.018796554,-0.022206755,-0.027292063,,
20110902,-0.025607017,-0.025348578,-0.055398552,-0.0364555,,
20110906,-0.007464077,-0.017122761,-0.007942458,0.003740994,,
20110907,0.028243825,0.06364312,0.075246609,0.034294175,,
20110908,-0.010668891,-0.012328687,0.007368784,-0.018779231,,
20110909,-0.027068562,-0.01410501,-0.04351729,-0.036027258,,
20110912,0.006941569,0.022472589,0.028724474,-0.001072575,,
20110913,0.009078725,-0.000794315,0.036580693,0.013618841,,
20110914,0.013389761,0.022579161,0.035289921,0.005045251,,
20110915,0.017041046,0.014072516,0.017188429,0.013368245,,
20110916,0.005690476,-0.023238945,-0.018576479,-0.008115845,,
20110919,-0.009850949,-0.009844296,-0.039665372,-0.015249688,,
20110920,-0.001662386,-0.025247041,-0.026356296,-0.011173188,,
20110921,-0.029830995,0.010094875,-0.03933976,-0.052767011,,
20110922,-0.032402456,-0.023578808,-0.057158884,-0.071281202,,
20110923,0.006063588,0.023176342,0.008136806,-0.000541146,,
20110926,0.02306802,0.009997854,0.03659901,0.039684067,,
20110927,0.010631666,0.016966256,0.013965033,0.010613477,,
20110928,-0.020908196,-0.017762829,-0.053810143,-0.033914655,,
20110929,0.008081486,-0.004790456,-0.146859823,0.004120499,,
20110930,-0.025291274,-0.033363421,-0.044281095,-0.020774299,,
20111003,-0.028863604,-0.038377069,-0.11458964,-0.045579125,,
20111004,0.022239306,0.032983998,0.041087239,0.027816509,,
20111005,0.017707919,0.026071174,0.023037585,0.02343426,,
20111006,0.018138169,0.026198795,0.00413245,0.037400789,,
20111007,-0.008196811,-0.001975951,-0.025053228,-0.020576246,,
20111010,0.033555644,0.018808997,0.0229897,0.046694637,,
20111011,0.000543855,0.003101186,0.004123487,0.019150454,,
20111012,0.009747047,0.001546803,0.014300262,0.01281158,,
20111013,-0.002978102,-0.003095787,0.008081258,-0.003187073,,
20111014,0.017230949,0.038400184,-0.010110944,0.032020818,,
20111017,-0.019559937,-0.021490271,-0.05214945,-0.031038757,,
20111018,0.02021305,0.019623199,0.033687162,0.038503148,,
20111019,-0.012729818,-0.028042542,-0.020921333,-0.0137866,,
20111020,0.00454384,0.002303345,-0.040998052,0.008342108,,
20111021,0.018634067,0.04571783,0.038882194,0.036473674,,
20111024,0.012790807,0.032435244,0.069557779,0.048904443,,
20111025,-0.020248346,-0.01248866,-0.030092265,-0.020698749,,
20111026,0.01048143,-0.001437032,0.036985525,0.018517488,,
20111027,0.033716591,0.018878671,0.083735266,0.050676004,,
20111028,0.000389153,0.023710667,0.069714478,0.005383483,,
20111031,-0.025048617,0.013349498,-0.018692624,-0.024986581,,
20111101,-0.02834006,-0.028278083,-0.09531008,-0.030417971,,
20111102,0.015976364,0.026235811,0.029742281,0.02489747,,
20111103,0.018607608,0.02722404,0.04826717,0.021692018,,
20111104,-0.006299819,-0.012343873,-0.010526207,-0.002711673,,
20111107,0.006276009,0.004354505,0.001762446,-0.007759024,,
20111108,0.01166731,0.016572908,0.012248678,0.009324392,,
20111109,-0.037385347,-0.080042624,-0.066511667,-0.045334243,,
20111110,0.0085872,-0.001782588,0.050735889,0.006092404,,
20111111,0.019293223,0.014169142,0.049967566,0.041741572,,
20111114,-0.009596037,-0.006705431,-0.027259178,0.004152367,,
20111115,0.004805599,0.008111017,-0.005194468,0.005578412,,
20111116,-0.016755799,0.002455982,-0.013986355,-0.0136913,,
20111117,-0.016942672,-0.030235521,-0.043172672,-0.020469069,,
20111118,-0.000394757,-0.018589723,0.005499848,0.001278183,,
20111121,-0.018824572,-0.020442532,-0.009183035,-0.030372613,,
20111122,-0.004149438,-0.011328931,-0.022388768,-0.012478534,,
20111123,-0.022342971,-0.014922793,-0.048318775,-0.025093218,,
20111125,-0.002689119,-0.004250019,-0.011952143,-0.011921783,,
20111128,0.028821079,0.030126602,0.060270677,0.053435548,,
20111129,0.002211206,-0.020877425,0.003766896,-0.010328152,,
20111130,0.042403439,0.05048777,0.067237064,0.077950366,,
20111201,-0.00191047,-0.0102645,0.001755458,-0.010889071,,
20111202,-0.000241016,-0.001105611,-0.0088107,-0.005489037,,
20111205,0.010234464,0.02908199,0.019281904,0.005799152,,
20111206,0.001105138,0.001789398,-0.017513469,-0.009231479,,
20111207,0.002016321,-0.003583413,0.010545203,-0.011212627,,
20111208,-0.021368499,-0.017379146,-0.044689882,-0.02097954,,
20111209,0.016742412,0.02381906,0.01271581,0.032296798,,
20111212,-0.015026387,-0.023453905,-0.044287367,-0.028858428,,
20111213,-0.008723953,-0.014711688,-0.022902266,-0.0245376,,
20111214,-0.011413251,-0.017567407,-0.021464728,-0.044731711,,
20111215,0.003237853,-0.002264562,-0.005934575,0.008013804,,
20111216,0.003210989,0.06368816,0.017699437,-0.005717313,,
20111219,-0.011802198,-0.024953772,-0.054067666,0.000572836,,
20111220,0.029389296,0.033428973,0.06569504,0.050072199,,
20111221,0.001947608,-0.016664078,-0.021422839,-0.001090594,,
20111222,0.008231577,-0.003043627,0.070304677,0.001962074,,
20111223,0.008994481,0.014419537,-0.007366063,0.00478155,,
20111227,7.91E-05,0.007395585,-0.005560431,-0.007616935,,
20111228,-0.012556506,-0.01716447,-0.018761909,-0.024100088,,
20111229,0.010650173,0.010474946,0.011299915,0.013448167,,
20111230,-0.004300571,-0.001413999,0.011173345,0.000220976,,
20120103,0.015355484,0.010556088,0.01470633,0.036627932,,-0.021641497
20120104,0.000187906,-0.010202873,-0.003656678,0.009214417,,0.032481711
20120105,0.002939393,0.007047111,0,0.007039167,,-0.014349463
20120106,-0.002540185,0.008391691,-0.005510153,0.002509848,,-0.016939669
20120109,0.002259043,-0.006637983,0.029040221,0.013896002,,0.003965128
20120110,0.008846524,0.023212493,0.021239829,0.029028565,,0.012193358
20120111,0.000309549,0.004101577,0.017361415,-0.003206134,,0.018591109
20120112,0.002333883,-0.003074722,0.001719521,0.022820618,,-0.013910301
20120113,-0.004960204,-0.008934797,-0.027875949,0.00528302,,-0.002727717
20120117,0.003546658,0.013031717,0.012291153,0.008647502,,0
20120118,0.011046689,0.018231786,0.041031573,0.008573145,,0.05170306
20120119,0.004926502,0.011641969,0.041022934,0.014189846,,-0.013803836
20120120,0.000669236,0.008561248,0.031647881,-0.001040541,,-0.00981501
20120123,0.000471232,-0.008891412,0.015455939,0.006886235,,-0.023412957
20120124,-0.001026345,0.0235378,0.001532825,-0.000752283,,0.015032445
20120125,0.008641696,0.012522268,0.030168325,0.025635582,,0.017444948
20120126,-0.005770508,-0.005118075,0.005926404,0.020512179,,-0.025125006
20120127,-0.001594148,-0.004177715,0.007358857,-0.000270036,,-0.005024602
20120130,-0.002525309,-0.001611297,-0.011799339,-0.007848721,,0.004252943
20120131,-0.000457051,-0.001614302,-0.004460935,-0.011752794,,-0.000386075
20120201,0.008860238,0.009326374,0.027922513,0.012748393,,0.034519294
20120202,0.001094548,0.001438964,0.004338575,-0.001720479,,-0.006359177
20120203,0.014499726,0.017898855,0.021414073,0.032196098,,0.014158297
20120206,-0.000423964,0.000156988,-0.022858271,-0.001404987,,-0.009292038
20120207,0.002021338,0.013253779,0.029895639,0.000263965,,0.016296488
20120208,0.002157881,-0.005591604,0.016689945,0.002018961,,0.006225581
20120209,0.001473025,0.016988868,-0.001379952,-0.010666687,,-0.009538346
20120210,-0.006910122,-0.013567625,-0.026593493,-0.009618106,,-0.00221445
20120213,0.006777023,0.004336583,0.033476361,0.017299497,,-0.001479093
20120214,-0.000939966,0.002778137,0.004106557,0.006574342,,-0.004078305
20120215,-0.005397748,0.00061681,-0.002735739,-0.016918311,,0.002967592
20120216,0.010965366,0.01224769,0.038957217,0.012627931,,0.005540622
20120217,0.002346176,-0.003353617,-0.022652645,-8.80E-05,,0.016076085
20120221,0.000719664,-0.006432645,-0.019048272,0.009172801,,0.008301447
20120222,-0.003345698,-0.006474917,-0.019418321,0.007018314,,-0.01047871
20120223,0.004262903,0.019602607,0.020790375,0.003362341,,0.009040016
20120224,0.001670841,0.01325674,0.023052244,-0.001722483,,-0.018896418
20120227,0.001353642,-0.004198803,0.001339103,-0.003195099,,0.003661289
20120228,0.003350713,0,0.006670701,0.001123369,,-0.019188936
20120229,-0.004748243,-0.011487732,-0.022865433,-0.013480454,,-0.032566581
20120301,0.006139157,0.006364702,0.021535439,-0.0072059,,0.02696223
20120302,-0.003251035,0.018854138,-0.006680263,-0.007968666,,-0.003377698
20120305,-0.003877201,-0.015235473,-0.053695124,-0.021565881,,-0.014389027
20120306,-0.015489506,-0.037728867,-0.0243388,-0.038519439,,-0.014211507
20120307,0.006876922,0.013043562,0.038383825,0.021941515,,0.013829924
20120308,0.009770049,0.019554557,0.040989341,0.018302483,,0.015521909
20120309,0.003624673,0.017694524,0.014618625,-0.000544148,,0.023390302
20120312,0.000160448,-0.002380832,-0.010610088,-0.011680958,,0.010222571
20120313,0.017969133,0.019475123,0.034079636,0.039241867,,0.031816446
20120314,-0.001196978,-0.013237227,0,-0.009132575,,-0.002113231
20120315,0.005949466,0.011775397,0.061230556,0.010455154,,0.012962621
20120316,0.001118772,-0.010295821,-0.006079442,0.001145344,,-0.01897489
20120319,0.003965971,0.020196667,-0.002441979,0.001320128,,-0.008907555
20120320,-0.003005029,-0.039904707,-0.014778669,-0.026461025,,-0.022806093
20120321,-0.00187295,0.011990822,-0.002484083,-0.0160176,,0.000731732
20120322,-0.007232635,0.004460039,-0.001244774,-0.023860409,,-0.004033122
20120323,0.003104035,0.003110158,0.007444223,0.013068237,,-0.00073527
20120326,0.0137903,0.017152059,0.018371211,0.008495808,,0.023615936
20120327,-0.00282075,0.006663748,-0.006086485,-0.006365215,,0.005014407
20120328,-0.004953759,-0.004921089,-0.013522012,-0.035799213,,-0.001072575
20120329,-0.001609224,0.000579832,0.004937789,0.016740099,,-0.010787982
20120330,0.003691614,-0.004942193,-0.012391458,0.004704915,,0.003248717
20120402,0.007476626,0.011302881,0.02219584,0.006829625,,0.020332879
20120403,-0.003996612,-0.011302635,-0.027195467,-0.009744322,,-0.00247506
20120404,-0.010254926,-0.02508604,-0.021533184,0.000470889,,-0.01605723
20120405,-0.00062924,0.003877473,0.007652644,-0.003676751,,0.006096379
20120409,-0.011423438,-0.011076114,-0.015365446,-0.021964462,,-0.022050331
20120410,-0.017229025,-0.018532674,-0.028797702,-0.030787096,,-0.015470046
20120411,0.00742129,0.012040225,0.014502331,0.01305738,,0.002224524
20120412,0.013685315,0.016378143,0.035993396,0.045062272,,0.011782315
20120413,-0.012553467,-0.011089259,-0.024282447,-0.005180395,,-0.0180988
20120416,-0.000503728,-0.01014731,-0.003888551,0.007994955,,0.002605602
20120417,0.015367979,0.029844198,0.03069311,0.015523879,,0.011090275
20120418,-0.004063533,-0.01338721,0.003770881,0.007351908,,0.016408639
20120419,-0.005952076,-0.014631521,0,-0.017085123,,-0.020092509
20120420,0.001168582,0.004699938,-0.026702356,0.003440076,,0.00954827
20120423,-0.008443113,-0.013398358,-0.048854166,-0.007733829,,-0.017327254
20120424,0.00367302,-0.006766844,-0.010884017,0.013934463,,0.00777966
20120425,0.013552343,0.022280926,0.010884548,-0.046835875,,0.021898469
20120426,0.006657953,0.003916321,0.008086218,0.009142084,,0.014336736
20120427,0.002411414,0.009575013,-0.016238128,0.001627675,,0.009914687
20120430,-0.003891062,-0.000893399,0.004084646,-0.017267224,,-0.017775044
20120501,0.005642435,0.006535596,0.030771659,-0.00644271,,-0.007922299
20120502,-0.002499805,-0.000296044,0.005256162,0.005080075,,0.003608482
20120503,-0.007688352,-0.013118675,-0.029257868,-0.019282722,,-0.016709835
20120504,-0.016278995,-0.021539314,-0.031530916,-0.02240104,,-0.031631028
20120507,0.00035052,-0.002763816,0,-0.012779309,,-0.009115419
20120508,-0.004287853,0.004602393,-0.021112305,-0.00722806,,0.005706686
20120509,-0.006724828,-0.004601571,-0.024479185,-0.005195473,,-0.008763286
20120510,0.002514248,-0.018622324,-0.011730534,-0.005746479,,0.000382927
20120511,-0.003393091,0.00873375,0,0.000628802,,-0.004216879
20120514,-0.011175073,0.000931566,-0.004434819,-0.02009557,,-0.023319805
20120515,-0.005762409,0.003098196,-0.022472629,-0.009877623,,-0.008688637
20120516,-0.004413543,0.00092757,-0.032335193,-0.008887376,,0.006326943
20120517,-0.015165798,-0.010874918,-0.041539961,-0.0452045,,-0.03816511
20120518,-0.007415202,-0.022110649,-0.019770148,0.009973103,,0.010185947
20120521,0.015908684,0.022110746,0.047124969,0.036536344,,0.026795765
20120522,0.000486219,0,-0.022472629,-0.005341239,,0.009817649
20120523,0.00169227,0.005296946,-0.013072068,0.010655033,,0.007785613
20120524,0.001379081,-0.020088428,-0.009917011,-0.01141996,,0.013479739
20120525,-0.002167981,0.001900193,0.032683043,-0.016321474,,-0.018922914
20120529,0.011018056,0.01414055,0.03785921,0.02828226,,0.009313494
20120530,-0.014438629,-0.023998678,-0.049177639,-0.02561734,,-0.017141072
20120531,-0.002279261,-0.007699566,-0.011447271,-0.028798731,,-0.004726151
20120601,-0.024951296,-0.040419992,-0.059289389,-0.024258882,,-0.034132958
20120604,0.000109548,0.016298456,-0.017606081,-0.02678247,,0.00122425
20120605,0.005710514,0.012947814,0.034049674,0.004673064,,0.002851929
20120606,0.022787776,0.031575215,0.032927878,0.035350734,,0.036353144
20120607,-0.000106471,-0.0117447,-0.044149399,0.005523716,,0.009760214
20120608,0.008081421,0.010480883,0.025708682,0.005265115,,0.006968662
20120611,-0.012700423,-0.016566469,-0.037935539,-0.027896515,,-0.01594444
20120612,0.01158339,0.020350516,0.037935272,0.021599052,,0.002740242
20120613,-0.00704803,0.000629802,-0.025708654,-0.020425181,,-0.016157838
20120614,0.010756593,-0.003782143,0,0.00701037,,-0.006776911
20120615,0.010284745,0.022479434,0.018916941,0.012036273,,0.012718772
20120618,0.001443703,0.007382681,0.010169119,-0.002188393,,-0.007532297
20120619,0.009767834,0.007936423,-0.020443553,0.023921584,,-0.001991983
20120620,-0.001687781,-0.027745368,0.04212898,-0.018976928,,-0.014458015
20120621,-0.022513208,-0.024043748,-0.057741407,-0.02544397,,-0.017959307
20120622,0.007148989,0.010669874,0.001746474,-0.000235028,,-0.010765743
20120625,-0.016083503,-0.023074173,-0.057465991,-0.024665713,,-0.017216355
20120626,0.004761368,0.00726852,0.005529683,-0.001931865,,0.013044549
20120627,0.008944782,0.010883559,0.010968624,-0.005818897,,0.01534959
20120628,-0.002112029,-0.007670342,-0.016499369,0.004609361,,0.012275349
20120629,0.024614794,0.037776401,0.0574667,0.027219174,,0.023313125
20120702,0.002456293,-0.00557652,0.003483924,-0.014591947,,-0.005178385
20120703,0.006212772,0.009891913,0.047547488,0.032682075,,0.02523783
20120705,-0.004698042,0.000614811,-0.025190637,0.003809734,,-0.005858125
20120706,-0.009477418,-0.036310312,-0.022357067,-0.025438841,,-0.013010268
20120709,-0.001640176,-0.030423126,-0.022868502,-0.017526699,,-0.007968666
20120710,-0.008159121,0.000328946,-0.118896155,-0.035129892,,-0.025933382
20120711,-1.49E-05,-0.007915243,-0.020243524,-0.006624896,,-0.017809655
20120712,-0.004999574,-0.001988977,-0.002047094,-0.001254787,,-0.031842638
20120713,0.016362759,0.016779435,0.004089626,0.030055766,,0.005592334
20120716,-0.002316995,-0.00819045,-0.014389027,-0.011273306,,-0.006455794
20120717,0.007382355,0.008190367,0.008247892,0.00932142,,0.020936298
20120718,0.006658275,0.025130565,0.004098589,0.007419408,,0.011769467
20120719,0.002713415,0.014373209,-0.006153896,0.001332112,,0.007908644
20120720,-0.010112621,-0.015964761,-0.14120303,-0.02054154,,-0.013776461
20120723,-0.008948979,-0.023864506,-0.016727122,0.007752869,,0.003775862
20120724,-0.00908205,-0.020608912,-0.021925619,-0.001840693,,-0.012218341
20120725,-0.000313911,0.01044031,-0.012391458,0.014265758,,0.013473819
20120726,0.016405663,0.020074159,0.007453156,0.008439289,,-0.007556478
20120727,0.018900814,0.030238183,0.012300043,0.033757741,,0.019612413
20120730,-0.000483477,-0.02813922,0.002442016,-0.005469933,,0
20120731,-0.004326173,-0.004200811,-0.009803902,-0.017422901,,-0.009132575
20120801,-0.002904193,-0.006172008,-0.002466038,-0.018698737,,-0.003341577
20120802,-0.007531963,-0.003590438,-0.019950698,0.00567089,,-0.013904217
20120803,0.018861288,0.046014888,0.029779166,0.022601648,,0.019328005
20120806,0.00232656,0.003740994,-0.019753828,0.015521909,,0.004152367
20120807,0.005093764,0.007130517,0.002490895,0.010024586,,0.004548639
20120808,0.000620633,0.004315674,0.090322306,0,,-0.00371991
20120809,0.000413599,0.004296756,-0.006841349,0.0134383,,0.013163973
20120810,0.002186051,-0.000306047,-0.006888673,0.006090416,,-0.000409084
20120813,-0.001252685,-0.011400742,-0.018605005,-0.003716899,,0.002041914
20120814,-0.000128154,-0.005126116,-0.033416152,-0.008386065,,-0.018530637
20120815,0.001138991,0.024764805,0.016847284,-0.002963386,,0.009513602
20120816,0.007075421,0.022236917,-0.004784427,0.011123899,,0.026408213
20120817,0.001870384,0.004448093,-0.016929499,0.015901892,,0.007987019
20120820,-2.12E-05,0.003543714,-0.002441979,0.004765626,,0.005949268
20120821,-0.003503667,-0.005024602,-0.004901995,-0.001660378,,-0.003565348
20120822,0.000226377,0.00266345,-0.014851743,-0.017540947,,-0.007168633
20120823,-0.008105,-0.010097812,-0.027814255,-0.012362097,,-0.01571077
20120824,0.006433988,-0.037717444,0.010203764,-0.001827669,,-0.005291978
20120827,-0.000489135,0.001858272,-0.023107944,-0.009649406,,-0.014803026
20120828,-0.000808509,-0.008077536,-0.015706707,-0.007182734,,-0.003734966
20120829,0.000843993,-0.003123874,-0.005290973,0.000929568,,-0.001664384
20120830,-0.00783643,-0.015768675,-0.018742549,-0.018997312,,0.003326461
20120831,0.00506047,-0.006057309,0.005390445,0.010129523,,0.008267728
20120904,-0.001166639,0.005263125,-0.021739602,-0.031789989,,-0.012010842
20120905,-0.001068231,0.02590651,-0.036367348,0.001088407,,0.002912754
20120906,0.020229537,0.016295504,0.041847069,0.024354019,,0.036708907
20120907,0.004041795,-0.010114984,-0.059088864,0.038295285,,0.005192496
20120910,-0.006166806,-0.010218027,0.005780262,-0.011415914,,-0.020934608
20120911,0.003130052,0.00929368,0.077601577,0.017075382,,0.032028565
20120912,0.002090505,-0.000308047,0.036652996,0.005851845,,-0.015085212
20120913,0.016178172,0.011958215,0.007682415,0.01735257,,0.014297305
20120914,0.003951136,0.016024912,-0.00511506,0.027088764,,0.008246901
20120917,-0.003129583,0.002097798,0.027814563,-0.012745885,,-0.009035699
20120918,-0.001280595,-0.02546346,-0.102317373,0.011671621,,0.014495432
20120919,0.001184852,0.016746,0.010989395,0.009304578,,0.010447237
20120920,-0.00054088,0.041685941,-0.019311268,-0.015015166,,-0.014735029
20120921,-7.53E-05,-0.020475193,0.002782126,-0.008900492,,-0.006269613
20120924,-0.002235149,-0.012342861,-0.039665372,-0.009310206,,0.002355224
20120925,-0.01055739,-0.015684359,-0.053425039,-0.043406582,,-0.003535242
20120926,-0.005753253,-0.01115802,0.01212124,-0.000690238,,-0.017066813
20120927,0.009602728,0.008265744,0.032595933,-0.00034506,,0.012728646
20120928,-0.004487808,-0.011190379,-0.017647811,-0.010175596,,-0.005946646
20121001,0.002647998,0.005687794,-0.027069084,-0.006647043,,0.003572611
20121002,0.000871907,-0.001534176,-0.003053658,0,,0.000395922
20121003,0.003617857,0.000920576,-0.046957445,-0.002225475,,-0.009150741
20121004,0.007148821,0.002450994,0.031548084,0.007942376,,0.005182547
20121005,-0.000321641,-0.006446736,0,-0.006185088,,-0.000398079
20121008,-0.003462724,-0.007418449,-0.009360675,0.000116993,,-0.001193712
20121009,-0.009940182,-0.017054607,0.018634298,-0.008108788,,-0.012825901
20121010,-0.006207255,-0.005538308,-0.031252305,-0.01893922,,-0.009321309
20121011,0.00019537,0.008532495,0.015748341,-0.003734966,,-0.009820059
20121012,-0.002970545,0.005022367,-0.155192889,-0.000362066,,0.011853469
20121015,0.00804547,0.012136059,0.003643355,-0.000121007,,0.004864151
20121016,0.010217556,0.027758153,-0.025784584,0.025631684,,0.025549806
20121017,0.004108606,0.00599897,0.033030439,0.019465316,,-0.011496836
20121018,-0.00244672,0.001046452,-0.055673399,-0.000115007,,-0.01769972
20121019,-0.016710145,-0.007044756,-0.183849524,-0.032381673,,-0.017191938
20121022,0.000439485,0.007492858,-0.037387275,0.014443193,,0.002885832
20121023,-0.014549235,-0.005389497,0.018868858,-0.01778726,,-0.003711881
20121024,-0.003090153,0.001499875,-0.028437541,-0.010222068,,-0.031908711
20121025,0.002991065,0.001198282,0.019048421,0.009623545,,0.011453161
20121026,-0.000729248,0.018098234,-0.023867578,0.00858306,,-0.00507385
20121031,0.000155868,0.000440903,-0.00970898,0.006625006,,0.028006141
20121101,0.010867212,0.009797844,0.042965615,0.032938521,,0.045920336
20121102,-0.009423718,0.000872619,-0.018868903,-0.021449402,,0.009014249
20121105,0.002161471,-0.004371541,0.004750698,0.01135825,,0.014332793
20121106,0.007822509,0.004371431,-0.019138988,0.014984174,,0.001921153
20121107,-0.023990484,-0.027116347,-0.029414393,-0.03535882,,-0.028818286
20121108,-0.012279933,-0.014739089,-0.015037499,-0.016125317,,-0.015528952
20121109,0.001697252,-0.002437969,0.024939411,0.01530232,,-0.008462708
20121112,0.000130478,-0.006097552,-0.019900712,0.002703343,,0.002020956
20121113,-0.003993384,-0.00490501,0.049029183,-0.022798932,,-0.009332412
20121114,-0.013948871,-0.009417203,-0.079644037,-0.026285455,,-0.019761988
20121115,-0.001594816,0.012485728,-0.031581486,0.002462964,,-0.000832346
20121116,0.004828275,0.000305953,-0.005362352,0.007719131,,0.006635933
20121119,0.019667377,0.008235991,0.031748636,0.020417144,,0.026516314
20121120,0.000663166,-0.008541374,-0.021053069,-0.003474027,,0.011208944
20121121,0.002317494,0.006108306,-0.005333196,-0.003365657,,0.008719871
20121123,0.012942202,0.016908247,0.041891183,0.013276476,,0.007077893
20121126,-0.002031644,-0.003148953,-0.041891316,0.005805118,,0.013235029
20121127,-0.005240294,-0.003459979,0.00533375,-0.007589729,,-0.008933788
20121128,0.007825331,0.02087754,0.041672513,0.011009176,,0.01202244
20121129,0.004260553,0.006178871,0.040005021,0.015305274,,0.007298302
20121130,0.000162495,0.015138827,0.075507207,-0.011779102,,-0.001532173
20121203,-0.004756519,0.002596626,0.070204004,-0.00883794,,-0.012340836
20121204,-0.001711275,0.017143212,-0.04329693,-0.003913648,,-0.002719695
20121205,0.001583607,0.002828995,0.013186672,0.022208554,,0.011605396
20121206,0.003301136,-0.007372107,0.021599052,-0.001162676,,0.003456021
20121207,0.002916662,0.009629487,0.008510681,0.01202738,,0.011053682
20121210,0.000338504,0.00758119,-0.017094278,0.002755201,,0.003783832
20121211,0.006527531,-0.00589132,0.004300739,0.001145344,,0.005649014
20121212,0.000448139,0.011739818,0.017021312,0.007074914,,0.005990024
20121213,-0.00634149,-0.012020963,0.016737149,0.004651167,,-0.003739985
20121214,-0.004143975,0.055562419,-0.008176335,0.007216895,,0.002619566
20121217,0.011800688,-0.003733963,0.02871087,0.007165268,,-0.007878958
20121218,0.011421186,0.001879233,0.024097313,0.012527206,,0.024187119
20121219,-0.007618146,0.015867444,0,0.000219976,,0.01351131
20121220,0.005473104,-0.005792746,-0.048790114,-0.014310914,,-0.026834856
20121221,-0.009422945,-0.004233951,0.076189447,-0.018038724,,-0.002985452
20121224,-0.002443278,-0.004784427,-0.043399271,-0.004789451,,0.004102573
20121226,-0.004798957,0.000532858,-0.020367007,0.002169645,,-0.00335462
20121227,-0.001219185,-0.006680263,-0.016597988,-0.000114006,,0.002610589
20121228,-0.011111446,-0.010781917,-0.047117813,-0.009744322,,-0.015765627
20121231,0.016800027,0.020917692,0.051293694,0.031728292,,0.025034018
20130102,0.025086117,0.017364363,0.052750882,0.042511447,,0.014652131
20130103,-0.002087796,-0.01550864,-0.015936311,0.009579965,,-0.003278368
20130104,0.004853301,0.010015675,0.039375509,0.005492886,,-0.001460065
20130107,-0.003128003,-0.004995457,0.030420567,0.003050343,,-0.013240267
20130108,-0.00324764,0.005257157,0,-0.01279045,,-0.012293253
20130109,0.002652346,0.013541893,-0.015094349,0.004670078,,0.01561938
20130110,0.0075687,-0.001035536,-0.003809246,0.006754139,,0.013924601
20130111,-4.75E-05,-0.013818031,0.018904185,0.001156331,,-0.010977028
20130114,-0.000931104,0.001836313,-0.011299601,-0.005900373,,0.001103391
20130115,0.001128034,-0.000262034,0.015038355,0.010930049,,-0.00294433
20130116,0.000196973,-0.007102161,0.014814718,-0.005029627,,-0.006657109
20130117,0.00562706,-0.003967862,0.007326098,0.005343697,,0.017289669
20130118,0.003397492,0.006604145,-0.107796814,0.01986439,,0.003276626
20130122,0.004418332,-0.000790312,-0.004073285,0.001023476,,0.006160982
20130123,0.001506342,0.007873919,0.108213841,-0.008942869,,0.007916581
20130124,6.61E-06,-0.003929711,0.021739965,-0.002584337,,0.002862898
20130125,0.005430709,0.005757394,0.02127703,-0.010615142,,-0.010057407
20130128,-0.001851334,-0.002090183,-0.01058179,0.019376066,,0.007910628
20130129,0.005093004,0.007295324,-0.028779176,0.011731911,,0.001789398
20130130,-0.003907244,-0.015171508,-0.033398575,0.000506872,,-0.001073576
20130131,-0.002566592,-0.00290321,-0.019048272,-0.00263948,,-0.000358064
20130201,0.010002514,0.01339094,0,0.011117966,,0.002859907
20130204,-0.011605833,-0.006279676,-0.031252305,-0.012440058,,-0.016559352
20130205,0.010362632,0.010703512,0.031252513,0.001830324,,0.007953289
20130206,0.00054902,-0.002860086,0,-0.007545395,,0.002876858
20130207,-0.001807031,-0.008631141,-0.011605079,-0.016407876,,-0.034334749
20130208,0.005641995,0.027207496,0.007751876,0.007670506,,0.006666728
20130211,-0.000606302,-0.012345898,0.030420567,-0.002584337,,0.01356557
20130212,0.001594001,0.006449159,0.036768671,0.006397492,,0.017686665
20130213,0.000592088,-0.002059119,-0.00724619,-0.008677541,,0.011029946
20130214,0.000690434,-0.005166322,0,-0.003221182,,0.007403526
20130215,-0.001045627,0.00064779,-0.014651816,-0.004799499,,-0.006696371
20130219,0.007309694,0.009274855,0.03978786,-0.000105006,,0.016830568
20130220,-0.012481711,-0.005786711,-0.043484912,-0.025210121,,-0.028210192
20130221,-0.006323005,-0.011152964,-0.03774029,-0.018295344,,-0.010064477
20130222,0.008734213,0.005462056,0.003838623,0.000108994,,0.003966125
20130225,-0.018479276,-0.01147964,-0.031130567,-0.026343975,,-0.028099108
20130226,0.006090876,0.012516343,-0.028057969,0.008820981,,-0.000740274
20130227,0.012645699,0.025836349,0.028057676,0.025248556,,0.017257234
20130228,-0.000864454,-0.007349945,-0.015936311,0.001300154,,0.001091404
20130301,0.002321159,0.013141274,-0.028514707,-0.010994216,,-0.000364066
20130304,0.004600126,0.015693215,-0.008298336,-0.017780134,,0
20130305,0.009520552,0.024415501,0.01242252,0.005111912,,0.034326062
20130306,0.001083925,-0.004108428,0,-0.006339049,,0.030803658
20130307,0.001814844,0.00507311,0.048202372,0.000111994,,-0.032562449
20130308,0.004471129,0,0.003914329,0.009547279,,0.001055443
20130311,0.003243819,-0.000482116,0.011650864,0.00737474,,0.011540156
