Date,S&P,AAPL,AMD,AMZN,C,CAT,CME
20100517,0.001108753,0.001574759,0.005665918,0.002928707,-0.03061489,-0.017099364,0.002026944
20100518,-0.014297632,-0.007342893,-0.049808082,-0.020612996,-0.034259202,-0.009294056,-0.025021442
20100519,-0.005143469,-0.016058246,0.00592044,-0.013473359,0.021221228,-0.028084709,0.007916581
20100520,-0.039755795,-0.043537136,-0.04590154,-0.039955703,-0.048396442,-0.046132948,-0.025062456
20100521,0.014912632,0.018997401,0.037603059,0.024833091,0.032523336,0.023914749,0.049920953
20100524,-0.012992046,0.018157157,-0.037603222,-0.00490099,0.00796817,-0.014583829,0.01402913
20100525,0.000353874,-0.006260556,0.007389629,0.022188993,0,-0.000169014,-0.033719155
20100526,-0.005677078,-0.004541296,0.008552324,-0.013303095,0.020943153,0.008743663,-0.008488929
20100527,0.032347313,0.037157047,0.068181876,0.027932237,0.040614933,0.038267374,0.029519967
20100528,-0.012451893,0.013836828,-0.026483615,-0.009835207,-0.015037499,-0.021169501,-0.007197842
20100601,-0.017314353,0.015259972,-0.051477522,-0.017853428,-0.028171106,-0.024828697,-0.015980003
20100602,0.025514428,0.011891021,0.047970781,0.02460578,0.018018684,0.026472491,0.035588162
20100603,0.004043192,-0.003149956,0.017411536,0.019211276,0.010152291,0.004099585,0.001763444
20100604,-0.035017442,-0.027569572,-0.069692044,-0.047637878,-0.0438777,-0.056378835,-0.040533494
20100607,-0.013624466,-0.019827268,-0.049962601,-0.006209237,-0.040382508,-0.033985003,-0.036319645
20100608,0.010916267,-0.006436671,0.007751876,-0.026366563,0.021739965,0.013874305,-0.004851751
20100609,-0.005959397,-0.024893283,-0.020806971,-0.007814453,0.039531242,0.003526774,-0.022525812
20100610,0.029079846,0.029615111,0.051227192,0.043969037,0.007722108,0.053798554,0.040740711
20100611,0.004370116,0.011904855,0.013639557,-0.001462068,-0.005141193,0.004660125,-0.003762068
20100614,-0.001806294,0.003032398,0.019512389,0.006480953,0,0.012702974,0.015615442
20100615,0.02322245,0.021052826,0.063178534,0.024017263,0.027956548,0.039536048,0.008234007
20100616,-0.00055609,0.028696294,0.009029115,0.000472888,0,0.014548653,0.002901786
20100617,0.001282186,0.01713928,0.001123369,-0.007990842,-0.00754741,0.008659399,-0.003644634
20100618,0.001316264,0.008074315,-0.009019554,-0.000477114,0.012546957,0.01376187,-0.007718713
20100621,-0.003864299,-0.01434642,-0.003403786,-0.026412766,0.002490895,0.003335431,0.000520864
20100622,-0.016201225,0.013529068,-0.025317808,-0.001984969,-0.020100672,-0.030114937,-0.010566631
