Date,S&P,AAPL,AMD,AMZN,C,CAT,CME
20111125,-0.002689119,-0.009362694,-0.011952143,-0.035497652,0.005091019,-0.011921783,-0.004780408
20111128,0.028821079,0.033936584,0.060270677,0.062434747,0.05835664,0.053435548,0.029980073
20111129,0.002211206,-0.007793289,0.003766896,-0.030116998,0.007556379,-0.010328152,-0.022776425
20111130,0.042403439,0.023829801,0.067237064,0.020490626,0.085028412,0.077950366,0.039563923
20111201,-0.00191047,0.014880731,0.001755458,0.024858452,-0.017991888,-0.010889071,0.002883838
20111202,-0.000241016,0.004552621,-0.0088107,-0.005595626,0.042791254,-0.005489037,0.013153117
20111205,0.010234464,0.008458129,0.019281904,0.001070427,0.057257076,0.005799152,-0.016718987
20111206,0.001105138,-0.005255787,-0.017513469,-0.021894955,-0.002685603,-0.009231479,-0.001084588
20111207,0.002016321,-0.004769355,0.010545203,0.017196293,0.002685391,-0.011212627,0.017171719
20111208,-0.021368499,0.004026881,-0.044689882,-0.025092192,-0.072278262,-0.02097954,-0.034439282
20111209,0.016742412,0.007548439,0.01271581,0.013298186,0.036097572,0.032296798,0.014127732
20111212,-0.015026387,-0.004532255,-0.044287367,-0.018351361,-0.05538164,-0.028858428,-0.0185123
20111213,-0.008723953,-0.007763055,-0.022902266,-0.048708218,-0.011825648,-0.0245376,-0.010361495
20111214,-0.011413251,-0.022419448,-0.021464728,-0.001663383,-0.032109021,-0.044731711,-0.00879355
20111215,0.003237853,-0.003293417,-0.005934575,0.005810089,-0.005195473,0.008013804,0.00083665
20111216,0.003210989,0.00547399,0.017699437,0,0.004428181,-0.005717313,0.012097529
20111219,-0.011802198,0.003118134,-0.054067666,-0.010705096,-0.047600123,0.000572836,0
20111220,0.029389296,0.035317915,0.06569504,0.017631645,0.044522021,0.050072199,0.025015487
20111221,0.001947608,0.001249219,-0.021422839,-0.045794755,0.00576336,-0.001090594,-0.027746396
20111222,0.008231577,0.005295952,0.070304677,0.026489047,0.057690439,0.001962074,0.018108055
20111223,0.008994481,0.011921654,-0.007366063,-0.009823089,-0.006895721,0.00478155,0.002600615
20111227,7.91E-05,0.007902691,-0.005560431,-0.00571329,-0.020603808,-0.007616935,-0.004800504
20111228,-0.012556506,-0.009615077,-0.018761909,-0.013593981,-0.029042685,-0.024100088,-0.01086582
20111229,0.010650173,0.006140111,0.011299915,-0.000173015,0.023823943,0.013448167,0.011314746
20111230,-0.004300571,-0.000296044,0.011173345,-0.004380581,-0.016958994,0.000220976,-0.006748721
20120103,0.015355484,0.015265881,0.01470633,0.033684261,0.07397232,0.036627932,0.008011819
20120104,0.000187906,0.005359612,-0.003656678,-0.008526245,-0.00566401,0.009214417,-0.018988139
20120105,0.002939393,0.011040825,0,0.000562842,0.011997738,0.007039167,-0.009966501
20120106,-0.002540185,0.010399735,-0.005510153,0.027763016,0.001402017,0.002509848,-0.019550879
20120109,0.002259043,-0.001587259,0.029040221,-0.02242763,0.018393792,0.013896002,-0.024923014
20120110,0.008846524,0.003573607,0.021239829,0.004358488,0.031146861,0.029028565,-0.003115849
20120111,0.000309549,-0.00163133,0.017361415,-0.002456014,0.04146147,-0.003206134,-0.006746708
20120112,0.002333883,-0.002748774,0.001719521,-0.016740341,0.010497706,0.022820618,0.031489946
20120113,-0.004960204,-0.003756045,-0.027875949,0.014053781,-0.027592187,0.00528302,0.00543023
20120117,0.003546658,0.011580684,0.012291153,0.017996095,-0.085711495,0.008647502,-0.023078266
20120118,0.011046689,0.010330457,0.041031573,0.041935295,0.028475692,0.008573145,0.015158527
20120119,0.004926502,-0.003174032,0.041022934,0.02610235,0.010280969,0.014189846,0.020843262
20120120,0.000669236,-0.01757046,0.031647881,-0.018267846,0.010513539,-0.001040541,0.009760214
20120123,0.000471232,0.016772551,0.015455939,-0.025676847,0.007060019,0.006886235,-0.00602109
20120124,-0.001026345,-0.016510552,0.001532825,0.004878083,0.001673599,-0.000752283,0.008685174
20120125,0.008641696,0.060567208,0.030168325,0.004268875,0.002004989,0.025635582,0.006589243
20120126,-0.005770508,-0.00455536,0.005926404,0.028948908,0.013921643,0.020512179,-0.00687961
20120127,-0.001594148,0.005942309,0.007358857,0.010568951,0.01600031,-0.000270036,0.001786403
20120130,-0.002525309,0.012729633,-0.011799339,-0.016619339,-0.020949925,-0.007848721,-0.003659688
20120131,-0.000457051,0.007630811,-0.004460935,0.01184754,0.016079037,-0.011752794,-0.002044088
20120201,0.008860238,-0.000635202,0.027922513,-0.080171549,0.028243374,0.012748393,0.024620415
20120202,0.001094548,-0.002348756,0.004338575,0.012514368,0.012266458,-0.001720479,0.080318362
20120203,0.014499726,0.009969143,0.021414073,0.032271624,0.047315744,0.032196098,0.027512049
20120206,-0.000423964,0.009289717,-0.022858271,-0.024487384,-0.007181727,-0.001404987,0.006888222
20120207,0.002021338,0.010420517,0.029895639,0.005716629,-0.006930964,0.000263965,0.00262954
20120208,0.002157881,0.016605365,0.016689945,0.006979586,0.03447582,0.002018961,0.03129322
